sentence,genre
must blind ,metal
make joke sigh ,metal
laugh cri ,metal
happi cannot feel ,metal
love unreal ,metal
hear word ,metal
tell state ,metal
tell enjoy life ,metal
wish could late ,metal
live easi live free ,metal
season ticket oneway ride ,metal
ask noth leav ,metal
take everyth stride ,metal
need reason need rhyme ,metal
aint noth would rather ,metal
go parti time ,metal
friend gonna ,metal
im highway hell ,metal
highway hell ,metal
highway hell ,metal
im highway hell ,metal
stop sign speed limit ,metal
nobodi gonna slow ,metal
like wheel gonna spin ,metal
nobodi gonna mess around ,metal
hey satan paid due ,metal
play rock band ,metal
hey mama look ,metal
im way promis land whoo ,metal
im highway hell ,metal
highway hell ,metal
im highway hell ,metal
highway hell ,metal
stop ,metal
im highway hell ,metal
highway hell ,metal
im highway hell ,metal
highway ,metal
yeah highway hell ,metal
im highway hell ,metal
highway hell ,metal
highway hell ,metal
im go ,metal
way ,metal
whoa ,metal
im highway hell ,metal
step insid ,metal
walk way ,metal
babe ,metal
hey hey ,metal
love like bomb babi cmon get ,metal
livin like lover radar phone ,metal
lookin like tramp like video vamp ,metal
demolit woman man ,metal
razzl n dazzl n flash littl light ,metal
televis lover babi go night ,metal
sometim anytim sugar sweet ,metal
littl miss ah innoc sugar yeah yeah ,metal
cmon take bottl shake ,metal
break bubbl break ,metal
pour sugar ,metal
ooh name love ,metal
pour sugar ,metal
cmon fire ,metal
pour sugar ,metal
cant get enough ,metal
im hot sticki sweet ,metal
head foot yeah ,metal
listen red light yellow light greenalight go ,metal
crazi littl woman one man show ,metal
mirror queen mannequin rhythm love ,metal
sweet dream saccharin loosen ,metal
loosen ,metal
gotta squeez littl squeez littl ,metal
teas littl ,metal
easi oper come knockin door ,metal
sometim anytim sugar sweet ,metal
littl miss innoc sugar yeah yeah ,metal
give littl ,metal
take bottl shake ,metal
break bubbl break ,metal
pour sugar ,metal
ooh name love ,metal
pour sugar ,metal
cmon fire ,metal
pour sugar ,metal
cant get enough ,metal
im hot sticki sweet ,metal
head foot yeah ,metal
got peach got cream ,metal
sweet tast saccharin ,metal
caus im hot say sticki sweet ,metal
head head foot ,metal
take sugar one lump two ,metal
take bottl shake ,metal
break bubbl break break ,metal
pour sugar ,metal
ooh name love ,metal
pour sugar ,metal
cmon fire ,metal
pour sugar ,metal
oh cant get enough ,metal
pour sugar ,metal
oh name love ,metal
pour sugar ,metal
get come get ,metal
pour sugar ,metal
pour sugar ,metal
yeah sugar ,metal
fortun fame mirror vain gone insan ,metal
memori remain ,metal
heavi ring finger wave ,metal
anoth star deni grave ,metal
see nowher crowd cri nowher tear honor ,metal
like twist vine grow ,metal
hide swallow mansion whole ,metal
dim light alreadi fade prima donna ,metal
fortun fame mirror vain gone insan ,metal
fortun fame mirror vain gone insan ,metal
memori remain ,metal
heavi ring hold cigarett ,metal
lip time forget ,metal
hollywood sun set behind back ,metal
cant band play ,metal
listen play song ,metal
ash ash dust dust fade black ,metal
fortun fame mirror vain gone insan insan ,metal
fortun fame mirror vain gone insan ,metal
danc littl tin goddess ,metal
na na da ,metal
drift away fade away ,metal
littl tin goddess ,metal
ash ash dust dust fade black ,metal
fortun fame mirror vain gone insan insan ,metal
fortun fame mirror vain gone insan ,metal
memori remain ,metal
ash ash dust dust fade black ,metal
memori remain yeah ,metal
fade prima donna yeah yeah yeah yeah ,metal
danc littl tin goddess danc ,metal
na na da ,metal
say ye least say hello na ra ra na da da da na na da ,metal
say ye least say hello na ra ra na da da da na na da ,metal
take pain mine ,metal
run stay right side ,metal
tear open pour ,metal
there thing insid scream shout ,metal
pain still hate ,metal
hold sleep ,metal
like curs like stray ,metal
feed stay ,metal
tear open bewar ,metal
there thing insid without care ,metal
dirt still stain ,metal
wash im clean ,metal
grip hold ,metal
stain hold ,metal
hate hold ,metal
hold hold ,metal
sleep ,metal
tell chosen ,metal
want grip want greed ,metal
ill tear open make gone ,metal
hurt anyon ,metal
fear still shake ,metal
hold sleep ,metal
grip hold ,metal
stain hold ,metal
hate hold ,metal
hold hold ,metal
sleep ,metal
want ,metal
tear open bewar ,metal
thing insid without care ,metal
dirt still stain ,metal
wash till im clean ,metal
ill tear open make gone ,metal
longer hurt anyon ,metal
fear still shape ,metal
hold sleep ,metal
sleep ,metal
alright ,metal
scan scene citi tonight ,metal
look start fight ,metal
evil feel brain ,metal
noth new know drive u insan ,metal
run way hide ,metal
pay die ,metal
one thousand death ,metal
run way hide ,metal
pay die ,metal
one thousand death ,metal
search ,metal
seek destroy ,metal
search ,metal
seek destroy ,metal
search ,metal
seek destroy ,metal
search ,metal
seek destroy ,metal
escap sure ,metal
end take ,metal
say goodby world live ,metal
alway take ,metal
give ,metal
run way hide ,metal
pay die ,metal
one thousand death ,metal
run way hide ,metal
pay die ,metal
one thousand death ,metal
search ,metal
seek destroy ,metal
search ,metal
seek destroy ,metal
search ,metal
seek destroy ,metal
search ,metal
seek destroy ,metal
brain fire feel kill ,metal
go away dream fulfil ,metal
one thing mind ,metal
tri run away caus one find ,metal
run way ,metal
pay die ,metal
one thousand death ,metal
run way ,metal
pay die ,metal
one thousand death ,metal
search ,metal
seek destroy ,metal
search ,metal
seek destroy ,metal
search ,metal
seek destroy ,metal
search ,metal
seek destroy ha ha ha ,metal
like wild fire ,metal
come roar ,metal
mad whirlwind ,metal
burn road ,metal
black thunder ,metal
white lightn ,metal
speed demon cri ,metal
hell patrol ,metal
night rider ,metal
death dealer ,metal
storm bringer ,metal
tear ground ,metal
fist fli ,metal
eye blaze ,metal
theyr glori bound ,metal
hell patrol ,metal
brutal ,metal
neutral ,metal
gonna go throat choke ,metal
theyll vapor ,metal
terror ,metal
pulver ,metal
gonna cut bone groan ,metal
theyll paratam ,metal
crome master ,metal
steel warrior ,metal
soul stealer ,metal
rip heart ,metal
theyr devil dog ,metal
hell patrol ,metal
there black cloud overhead that ,metal
poison ivi choke tree ,metal
im filthi one bourbon street walk ,metal
im littl boy push hard make cri ,metal
there dirti needl child ha ha stick ,metal
empti bottl still hand still dead still ,metal
im suit tie break street still want ,metal
im 45 that mouth im dirti dirti whore yeah ,metal
look ,metal
one cant free ,metal
much young focu old see ,metal
hey look ,metal
one want see ,metal
see brought world want see ,metal
hey hey look ,metal
yeah want becom father ,metal
mark insid arm still leaf alon ,metal
im noth face plant bomb stroll away ,metal
im one look quit right child play ,metal
yeah look ,metal
one cant free ,metal
much young focu old see ,metal
hey look ,metal
one want see ,metal
see brought world want see ,metal
hey hey look ,metal
,metal
look ,metal
fear ,metal
look look hear ,metal
see right see one cant free ,metal
see right look one want see ,metal
hey hey hey ,metal
hm see black cloud overhead that ,metal
hm poison ivi choke tree ,metal
im filthi one bourbon street walk ,metal
im littl boy push push make cri ,metal
yeah look ,metal
one cant free ,metal
much young focu old see hey hey ,metal
look ,metal
one want see ,metal
see brought world want see ,metal
hey hey look yeah ,metal
,metal
hey hey look ,metal
see right though look ,metal
see right though look ,metal
im luck love ,metal
gotta photograph pictur ,metal
passion killer much ,metal
one want touch ,metal
see face everi time dream ,metal
everi page everi magazin ,metal
wild free far ,metal
want fantasi ,metal
oh look done rock n roll clown ,metal
oh oh look done ,metal
photograph want ,metal
photograph need ,metal
photograph ive got photograph ,metal
enough ,metal
id lover ,metal
put hurt dare ,metal
woman got style ,metal
make everi man feel like child oh ,metal
got kinda hold ,metal
wrap mysteri ,metal
wild free far ,metal
want fantasi ,metal
oh look done rock n roll clown ,metal
oh oh look done ,metal
gotta ,metal
photograph want ,metal
photograph need ,metal
photograph ive got photograph ,metal
gone straight head ,metal
oh look done rock n roll clown ,metal
oh oh look done ,metal
gotta ,metal
photograph want ,metal
photograph need ,metal
photograph ive got photograph ,metal
want touch ,metal
oh ,metal
photograph ,metal
photograph photograph ,metal
photograph ,metal
photograph need ,metal
photograph im love ,metal
photograph im love ,metal
photograph one ,metal
photograph want touch ,metal
ah ah ooh ooh ,metal
ah ah ooh ooh ,metal
white light strang citi mad music around ,metal
midnight street magic crazi peopl crazi sound ,metal
ah ah ooh ooh ,metal
jack flash rocket man sergeant pepper band ,metal
ziggi benni jet ,metal
take rocket gotta fli ,metal
take center dark ,metal
gonna fli collis cours crash heart ,metal
ill ,metal
rocket yeah satellit love ,metal
rocket yeah satellit love ,metal
rocket yeah satellit love ,metal
rocket babi cmon ill satellit love ,metal
ah ah ooh ooh ,metal
ah ah ooh ooh ,metal
spotlight magnet razor rhythm laser love ,metal
guitar drum load stun ,metal
ah ah ooh ooh ,metal
jet black johnni jean geni killer queen ,metal
dizzi lizzi major tom ,metal
cmon gotta fli ,metal
gonna fli collis cours crash heart ,metal
ill ,metal
rocket yeah satellit love ,metal
rocket yeah satellit love ,metal
rocket yeah satellit love ,metal
rocket babi cmon ill satellit love ,metal
countdown commenc fire one ,metal
five four three two one zero liftoff ,metal
gotta fli ,metal
take center dark ,metal
gonna fli collis cours crash heart ,metal
ill ,metal
rocket yeah satellit love ,metal
rocket yeah satellit love ,metal
rocket yeah satellit love ,metal
guitar drum load gonna fli ,metal
rocket yeah satellit love gonna fli ,metal
rocket yeah satellit love ,metal
rocket yeah ,metal
young heart ,metal
open book ,metal
use say live let live ,metal
know ,metal
know ,metal
know ,metal
ever changin world ,metal
live ,metal
make give cri ,metal
say live let die ,metal
live let die ,metal
matter ya ,metal
got job got well ,metal
got give fella hell ,metal
use say live let live ,metal
know ,metal
know ,metal
know ,metal
ever changin world ,metal
live ,metal
make give cri ,metal
say live let die ,metal
live let die ,metal
welcom jungl weve got fun game ,metal
got everyth want honey know name ,metal
peopl find whatev may need ,metal
got money honey got diseas ,metal
jungl welcom jungl ,metal
watch bring shun nnnnnnnn knee knee ,metal
uh wanna watch bleed ,metal
welcom jungl take day day ,metal
want gonna bleed price pay ,metal
sexi girl hard pleas ,metal
tast bright light get free ,metal
jungl welcom jungl ,metal
feel serpentin ,metal
uh want hear scream ,metal
welcom jungl get wors everi day ,metal
learn live like anim jungl play ,metal
got hunger see take eventu ,metal
everyth want better take ,metal
jungl welcom jungl ,metal
watch bring nnnnnnnn knee knee ,metal
uh ah im gonna watch bleed ,metal
high never ever wanna come ,metal
yeah ,metal
know ,metal
jungl babi ,metal
gonna die ,metal
jungl welcom jungl ,metal
watch bring shun nnnnnnnn knee knee ,metal
jungl welcom jungl ,metal
feel serpentin ,metal
jungl welcom jungl ,metal
watch bring shun nnnnnnnn knee knee ,metal
jungl welcom jungl ,metal
watch bring ,metal
gonna bring huh ,metal
make fight hill earli day ,metal
constant chill deep insid ,metal
shout gun run endless grey ,metal
fight right ye who say ,metal
hill men would kill know ,metal
stiffen wound test pride ,metal
men five still aliv rage glow ,metal
gone insan pain sure know ,metal
bell toll ,metal
time march ,metal
bell toll ,metal
take look sky die ,metal
last time ,metal
blacken roar massiv roar fill crumbl sky ,metal
shatter goal fill soul ruthless cri ,metal
stranger eye mysteri ,metal
hear silenc loud ,metal
crack dawn gone except ,metal
see blind eye see ,metal
bell toll ,metal
time march ,metal
bell toll ,metal
cover run ,metal
cover threw fire ,metal
someth knock tree ,metal
im knee ,metal
cover darl pleas ,metal
heyayay ,metal
monkey monkey ,metal
know gotta shock monkey ,metal
hey hey ,metal
fox fox rat rat ,metal
ape ape im know ,metal
thing must sure ,metal
cant take anymor darl ,metal
monkey monkey ,metal
wheel keep turn monkey ,metal
somth burn ,metal
shock ,metal
like quess im learn ,metal
cant monkey ,metal
cover sleep cover breath ,metal
throw pearl swine ,metal
make blind ,metal
darl pleas ,metal
much stake ,metal
monkey ,metal
ground beneith shake ,metal
monkey ,metal
news break ,metal
shock ,metal
cover run ,metal
cover threw fire ,metal
someth knock tree ,metal
im knee ,metal
cover darl pleas ,metal
heyayay ,metal
monkey monkey ,metal
know gotta shock monkey ,metal
hey hey ,metal
fox fox rat rat ,metal
ape ape im know ,metal
thing must sure ,metal
cant take anymor darl ,metal
monkey monkey ,metal
wheel keep turn monkey ,metal
somth burn ,metal
shock ,metal
like guess im learn ,metal
cant monkey ,metal
cover sleep cover breath ,metal
throw pearl swine ,metal
make blind ,metal
darl pleas ,metal
much stake ,metal
monkey ,metal
ground beneith shake ,metal
monkey ,metal
news break ,metal
shock ,metal
aboard disco train ,metal
alright oh yeah oh yeah ,metal
well tell way use walk ,metal
im woman man time talk ,metal
music loud woman warm ,metal
ive kick around sinc ive born ,metal
right okay ,metal
may look way ,metal
tri understand ,metal
new york time effect man ,metal
whether brother whether mother ,metal
stayin aliv stayin aliv ,metal
feel citi breakin everyon shakin ,metal
stayin aliv stayin aliv ,metal
ha ha ha ha stayin aliv stayin aliv ,metal
ha ha ha ha ha stayin aliv ,metal
everybodi danc floor darlin ,metal
goin danc devil ,metal
well get low get high ,metal
cant get either realli tri ,metal
got wing heaven shoe ,metal
im dancin man cant lose ,metal
right okay ,metal
ill live see anoth day ,metal
tri understand ,metal
new york time effect man ,metal
whether brother whether mother ,metal
stayin aliv stayin aliv ,metal
feel citi breakin everyon shakin ,metal
theyr stayin aliv stayin aliv ,metal
ha ha ha ha stayin aliv stayin aliv ,metal
ha ha ha ha stayin aliv ,metal
right okay ,metal
may look way ,metal
tri understand ,metal
new york time effect man ,metal
right okay ,metal
ill live see anoth day ,metal
tri understand ,metal
new york time effect man ,metal
readi disco man ,metal
oh yeah right ,metal
im back ,metal
shot heart ,metal
blame ,metal
darlin give love bad name ,metal
angel smile sell ,metal
promis heaven put hell ,metal
chain love got hold ,metal
passion prison cant break free ,metal
oh load gun yeah ,metal
oh there nowher run ,metal
one save ,metal
damag done ,metal
shot heart ,metal
blame ,metal
give love bad name bad name ,metal
play part play game ,metal
give love bad name bad name ,metal
give love bad name ,metal
paint smile lip ,metal
blood red nail fingertip ,metal
school boy dream act shi ,metal
first kiss first kiss goodby ,metal
whoa load gun ,metal
whoa there nowher run ,metal
one save ,metal
damag done ,metal
shot heart ,metal
blame ,metal
give love bad name bad name ,metal
play part play game ,metal
give love bad name bad name ,metal
give love oh ,metal
oh shot heart ,metal
blame ,metal
give love bad name ,metal
play part play game ,metal
give love bad name bad name ,metal
shot heart ,metal
blame ,metal
give love bad name bad name ,metal
play part play game ,metal
give love bad name bad name ,metal
give love ,metal
give love bad name ,metal
give love ,metal
give love bad name ,metal
give love ,metal
give love bad name ,metal
give love ,metal
give love ,metal
fuck ,metal
well ive hast ive brighton ,metal
ive eastbourn ,metal
,metal
ive ive ,metal
ive everi fuck ,metal
,metal
bore littl cunt ,metal
well care care ,metal
yeah care care ,metal
well ive fuck queen ive fuck bach ,metal
ive even suck old man cock ,metal
,metal
ive fuck sheep ive fuck goat ,metal
ram cock right throat ,metal
,metal
bore littl fuck ,metal
well care care ,metal
care care ,metal
ive drunk ive drunk ,metal
ive spew pint piss ,metal
,metal
ive scank ive speed ,metal
ive jack bleed ,metal
,metal
bore littl cunt ,metal
well care care ,metal
yeah care care ,metal
ahahaha ,metal
yeah ,metal
ive crab ive lous ,metal
ive clap aint nice ,metal
,metal
ive fuck ive fuck ,metal
ive even fuck school girl twat ,metal
,metal
bore littl fuck ,metal
well care care ,metal
care care ,metal
fuck ,metal
yeah ,metal
yea yea yea ,metal
ooh ,metal
feel move ,metal
feel shove ,metal
break law ,metal
said yea ,metal
feel jab ,metal
cut numb ,metal
come aliv yea ,metal
twist cain ,metal
yea drive brain ,metal
yea twist cain ,metal
make come aliv ,metal
caus ,metal
yea twist cain ,metal
yea drive brain ,metal
yea twist cain ,metal
make come aliv ,metal
said yea ,metal
took stand ,metal
broke command ,metal
tumbl like toy ,metal
blood ,metal
like crimson highway ,metal
spread ,metal
forehead ground ,metal
twist cain ,metal
yea drive brain ,metal
yea twist cain ,metal
make come aliv ,metal
caus ,metal
yea twist cain ,metal
yea drive brain ,metal
yea twist cain ,metal
make come aliv ,metal
wooh yea ,metal
wooh god ,metal
feel twist cain ,metal
insid beat heart well ,metal
wooh ,metal
want know ,metal
got littl twist cain ,metal
god yea ,metal
yea ,metal
know breed ,metal
know father ,metal
born light ,metal
said yea ,metal
cant hardli stand ,metal
cut middl ,metal
,metal
come aliv yea ,metal
twist cain ,metal
yea drive brain ,metal
yea twist cain ,metal
make come aliv ,metal
caus ,metal
yea twist cain ,metal
yea drive brain ,metal
yea twist cain ,metal
make come aliv ,metal
come aliv ,metal
wooh yea ,metal
wooh ,metal
god ,metal
feel twist cain ,metal
insid beat heart yea ,metal
wooh ,metal
want know ,metal
got littl twist cain ,metal
god ,metal
wooh wooh ,metal
feel twist cain ,metal
insid beat heart ,metal
wooh wooh ,metal
got littl twist cain ,metal
god yea ,metal
apokalip ,metal
black finger tip ,metal
slide mouth ,metal
darkest thrill ,metal
quick instil ,metal
upon wait tongu ,metal
yeah yeah ,metal
death head afterglow ,metal
smile sun ,metal
revolut ,metal
thickest rain ,metal
poison gray ,metal
bullet way ,metal
thermal haze ,metal
rain day ,metal
blot sun ,metal
see world ,metal
pain ,metal
glitter demis ,metal
apokalip ,metal
dementia kiss ,metal
ultraviolet sky ,metal
yeah yeah ,metal
death head afterglow ,metal
smile sun ,metal
revolut ,metal
yeah yeah ,metal
death head afterglow ,metal
smile sun ,metal
realli ever love ,metal
got hole ,metal
yeah ,metal
take centuri superson year ,metal
electrifi enemi drown tear ,metal
give love never dy ,metal
symptom univers written eye ,metal
yeah ,metal
mother goos call back silver womb ,metal
father creation take stolen tomb ,metal
seventh night unicorn wait sky ,metal
symptom univers love never dy ,metal
yeah ,metal
take hand child love come step insid tear ,metal
swim magic ocean ive cri year ,metal
love ride away etern sky ,metal
symptom univers love never dy ,metal
yeah ,metal
oh child love creation come step insid dream ,metal
eye see sad love mean ,metal
take hand well go ride sunshin ,metal
well find happi togeth summer sky love ,metal
see life distort eye ,metal
know learn ,metal
execut mind ,metal
realli turn ,metal
race run book read ,metal
end begin show ,metal
truth lie old ,metal
want know ,metal
nobodi ever let know ,metal
ask reason ,metal
tell ,metal
fill head full lie ,metal
peopl crippl ,metal
want see burn ,metal
gate life close ,metal
there return ,metal
wish hand doom ,metal
could take mind away ,metal
care see ,metal
light day ,metal
nobodi ever let know ,metal
ask reason ,metal
tell ,metal
fill head full lie ,metal
bastard ,metal
run ,metal
,metal
tomorrow ,metal
life kill ,metal
dream turn nightmar ,metal
heaven turn hell ,metal
burn confus ,metal
noth tell yeah ,metal
everyth around ,metal
what come ,metal
god know dog know ,metal
bog blast ,metal
sabbath bloodi sabbath ,metal
noth ,metal
live die ,metal
die yeah ,metal
white man came across sea ,metal
brought u pain miseri ,metal
kill tribe kill creed ,metal
took game need ,metal
fought hard fought well ,metal
plain gave hell ,metal
mani came much cree ,metal
oh ever set free ,metal
ride dust cloud barren wast ,metal
gallop hard plain ,metal
chase redskin back hole ,metal
fight game ,metal
murder freedom stab back ,metal
woman child coward attack ,metal
run hill run life ,metal
run hill run life ,metal
soldier blue barren wast ,metal
hunt kill game ,metal
rape woman wast men ,metal
good indian tame ,metal
sell whiskey take gold ,metal
enslav young destroy old ,metal
run hill run life ,metal
ive look long get away grasp ,metal
live long hide hide behind fals mask ,metal
know know aint got long last ,metal
look feel remain past ,metal
stand wing wait curtain fall ,metal
know terror hold u ,metal
know gonna scratch maim maul ,metal
know im helpless mesmer cat call ,metal
keep distanc walk away take bait ,metal
stray fade away ,metal
watch step he get come may ,metal
stray narrow way ,metal
im run hide dream alway ,metal
phantom opera devil scare ,metal
damag mind soul float air ,metal
haunt taunt tortur back lair ,metal
take life ill take ,metal
fire musket ill run ,metal
wait next attack ,metal
better stand there turn back ,metal
bugl sound charg begin ,metal
battlefield one win ,metal
smell acrid smoke hors breath ,metal
plung certain death ,metal
oh oh oh ,metal
oh oh oh ,metal
hors sweat fear break run ,metal
mighti roar russian gun ,metal
race toward human wall ,metal
scream pain comrad fall ,metal
hurdl bodi lay ground ,metal
russian fire anoth round ,metal
get near yet far away ,metal
live fight anoth day ,metal
oh oh oh ,metal
oh oh oh ,metal
get close near enough fight ,metal
russian get sight ,metal
pull trigger feel blow ,metal
burst round take hors ,metal
lay gaze sky ,metal
bodi numb throat dri ,metal
lay forgotten alon ,metal
without tear draw part groan ,metal
oh oh oh ,metal
oh oh oh ,metal
ughh ,metal
hey yo anoth bombtrackughh ,metal
hey yo anoth bombtrackyeah ,metal
go a1 2 3 ,metal
yeah anoth bombtrack ,metal
sucka thinkin fake ,metal
im gonna drop higher level ,metal
caus im inclin stoop ,metal
hand beatdown ,metal
cold runna train punk ho ,metal
think run game ,metal
learn burn bridg delet ,metal
competeat level that obsolet ,metal
instead warm hand upon flame flag ,metal
recal downfal ,metal
busi burn u ,metal
see news view twist realiti ,metal
enough ,metal
call bluff ,metal
fuck manifest destini ,metal
landlord power whore ,metal
peopl took turn ,metal
disput suit ignit ,metal
watch em burn ,metal
thought milit mind ,metal
hardlin hardlin hardlin ,metal
landlord power whore ,metal
peopl took turn ,metal
disput suit ignit ,metal
watch em burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
go a1 2 3 ,metal
anoth funki radic bombtrack ,metal
start sketch notebook ,metal
dope hook make punk take anoth look ,metal
thought ya hear ya begin fear ,metal
ya card get pull ya interfer ,metal
thought milit milit mind ,metal
hardlin hardlin hardlin ,metal
landlord power whore ,metal
peopl took turn ,metal
disput suit ignit ,metal
watch em burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
ughh ,metal
hey yo anoth bombtrack ,metal
yeah ,metal
ughh ,metal
check ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn burn ye ya gonna burn ,metal
burn ,metal
kill name ,metal
work forc burn cross ,metal
work forc burn cross ,metal
work forc burn cross ,metal
work forc burn cross ,metal
huh ,metal
kill name ,metal
kill name ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
well told ya ,metal
die justifi wear badg theyr chosen white ,metal
justifi die wear badg theyr chosen white ,metal
die justifi wear badg theyr chosen white ,metal
justifi die wear badg theyr chosen white ,metal
work forc burn cross ,metal
work forc burn cross ,metal
work forc burn cross ,metal
work forc burn cross ,metal
uggh ,metal
kill name ,metal
kill name ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya ,metal
told ya control ,metal
told ya control ,metal
told ya control ,metal
told ya control ,metal
told ya control ,metal
told ya control ,metal
told ya control ,metal
told ya ,metal
die justifi wear badg theyr chosen white ,metal
justifi die wear badg theyr chosen white ,metal
die justifi wear badg theyr chosen white ,metal
justifi die wear badg theyr chosen white ,metal
come ,metal
yeah come ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
fuck tell ,metal
motherfuck ,metal
uggh ,metal
come ,metal
uggh ,metal
come although ya tri discredit ,metal
ya still never edit ,metal
needl ill thread ,metal
radic poetic ,metal
standin furi 66 ,metal
like edoubl im mad ,metal
still kneedeep system shit ,metal
hoover bodi remov ,metal
ill give ya dose ,metal
itll never come close ,metal
rage built insid ,metal
fist air land hypocrisi ,metal
movement come movement go ,metal
leader speak movement ceas ,metal
head flown ,metal
caus punk ,metal
got bullet head ,metal
depart polic judg fed ,metal
network work keepin peopl calm ,metal
know went king ,metal
spoke vietnam ,metal
turn power havenot ,metal
came shot ,metal
yeah ,metal
yeah back ,metal
wit poetri mind flex ,metal
flip like wilson vocal never lackin dat finess ,metal
whadda got whadda got wake ya ,metal
shake ya break structur ,metal
caus blood still flow gutter ,metal
im like takin photo ,metal
mad boy kick open shutter ,metal
set groov ,metal
stick move like cassiu ,metal
rep stutter step ,metal
bomb left upon fascist ,metal
yea sever feder men ,metal
pull scheme dream ,metal
put end ,metal
ya better bewar ,metal
retribut mind war ,metal
2020 vision mural metaphor ,metal
network work keepin peopl calm ,metal
ya know murder x ,metal
tri blame islam ,metal
turn power havenot ,metal
came shot ,metal
uggh ,metal
price head ,metal
price head ,metal
think heard shot ,metal
think heard shot ,metal
think heard shot ,metal
think heard shot ,metal
think heard shot ,metal
think heard think heard shot ,metal
may real contend posit ,metal
abandon suppos obedi white liber doctrin ,metal
nonviolenceand embrac black nation ,metal
counterintellig possibl ,metal
pinpoint potenti troublemakersand neutral ,metal
neutral neutral ,metal
wake wake wake wake ,metal
wake wake wake wake ,metal
long long caus reap sow ,metal
huh ,metal
check ituggh ,metal
silenc ,metal
someth silenc make sick ,metal
caus silenc violent ,metal
sorta like slit wrist ,metal
vibe suicid ,metal
would push da button ,metal
ya bowin ,metal
let cuttin ,metal
speak sound ,metal
speak silent voic ,metal
like radio silent ,metal
though fill air nois ,metal
transmiss bring submiss ,metal
ya mold unreal ,metal
mad boy grip microphon ,metal
wit fist steel ,metal
yeahand mad mad boy grip microphon ,metal
wit fist steel ,metal
wit fist steel ,metal
caus know power question ,metal
wit fist steel ,metal
wit fist steel ,metal
stop caus know power question ,metal
time flow like fluid ya vein ,metal
ya spill ,metal
ya quick ya came ,metal
silent one ,metal
defiant one ,metal
never normal one ,metal
caus im bastard son ,metal
vision move ,metal
vocal sooth ,metal
ignit put flight ,metal
sens milit ,metal
groovin playin game call surviv ,metal
statu elit enemi rival ,metal
silent sheep slippin riffin trippin ,metal
give ya glimps realiti im grippin ,metal
steppin jam im slammin like shaquil ,metal
mad boy grip microphon ,metal
wit fist steel ,metal
yeahand mad boy grip microphon ,metal
wit fist steel ,metal
wit fist steel ,metal
caus know power question ,metal
wit fist steel ,metal
wit fist steel ,metal
stop caus know power question ,metal
ahh shit ,metal
stop caus know power question ,metal
vibe suicid ,metal
would push da button ,metal
ya bowin ,metal
let cuttin ,metal
yeah ,metal
come ,metal
44 full bullet ,metal
face full pale ,metal
eye full empti ,metal
stare full nail ,metal
roulett ball roll along wheel ,metal
mind full fire ,metal
fist steel ,metal
vibe suicid ,metal
would push da button ,metal
ya bowin ,metal
let cuttin ,metal
yeah wit fist steel ,metal
come ,metal
uggh ,metal
wit fist steel ,metal
uggh ,metal
uggh ,metal
pull pull ,metal
wuh ,metal
come ,metal
uggh ,metal
solo im soloist solo list ,metal
al live never floppi disk ,metal
inka inka bottl ink ,metal
paint rebellion ,metal
drawn thought think ,metal
yeah ,metal
come ,metal
milit poet check ,metal
set like deck card ,metal
theyr send u earli graf ,metal
diamond ,metal
theyll use pair club beat spade ,metal
poetri paint pictur hit ,metal
like mural fit ,metal
turn away ,metal
get front ,metal
brotha ya forget ya name ,metal
ya lose wall ,metal
playin tictacto ,metal
yo check diagon ,metal
three brother gone ,metal
come ,metal
make three row ,metal
anger gift ,metal
come ,metal
uggh ,metal
check ,metal
uggh ,metal
come ,metal
yeah ,metal
uggh ,metal
brotha ya forget ya name ,metal
ya lose wall ,metal
playin tictacto ,metal
yo check diagon ,metal
three million gone ,metal
come ,metal
caus know theyr count backward zero ,metal
environ ,metal
environ exceed level ,metal
unconci ,metal
exampl ,metal
billboard say ,metal
come play come play ,metal
forget movement ,metal
anger gift ,metal
